"female" "black" "hispanic" "dadcoll" "momcoll" "ownhome" "urban" "dist" "tuition" "ed" "incomehi" "county" "state"
1 1 0 0 0 1 0 0.7 1.12702 12 0 50 25
1 1 0 1 1 1 0 0.5 1.12702 16 0 50 25
1 0 0 0 0 0 0 0.5 1.12702 16 1 50 25
0 0 0 1 1 1 0 0.5 1.12702 17 1 50 25
1 0 0 1 0 0 0 0.5 1.12702 15 1 50 25
0 0 0 1 0 1 0 0.5 1.12702 18 1 50 25
0 0 0 0 0 1 0 1 1.12702 14 0 42 25
0 0 0 0 0 0 0 1 1.12702 12 0 42 25
1 0 0 0 0 1 0 1.2 1.12702 15 1 40 25
1 0 0 0 1 1 0 1.2 1.12702 16 1 40 25
0 0 0 0 1 1 0 1.2 1.12702 13 1 40 25
0 0 0 1 1 0 0 0.1 1.12702 12 0 40 25
1 0 1 1 0 0 0 0.1 1.12702 16 1 40 25
1 0 0 1 1 0 0 0.1 1.12702 17 1 40 25
1 0 0 0 1 1 0 1.5 1.12702 12 1 32 25
1 0 0 0 0 0 0 1.5 1.12702 14 1 32 25
1 0 0 1 1 1 0 1.5 1.12702 16 1 32 25
0 0 0 1 1 1 0 1.5 1.12702 16 1 32 25
1 0 0 1 0 1 0 1.5 1.12702 16 1 32 25
0 0 0 1 0 1 0 1.5 1.12702 13 1 32 25
1 0 0 1 1 1 0 1.5 1.12702 16 1 32 25
1 1 0 0 0 1 1 0.3 1.12702 12 0 64 25
1 1 0 0 0 0 1 0.3 1.12702 12 0 64 25
1 0 1 0 0 0 1 0.3 1.12702 12 0 64 25
0 1 0 0 0 1 1 0.3 1.12702 16 0 64 25
1 1 0 0 0 1 1 0.3 1.12702 13 0 64 25
1 1 0 0 0 1 1 0.3 1.12702 12 1 64 25
0 0 1 1 0 0 0 0 1.12702 14 0 29 25
1 0 0 1 0 0 0 1.5 1.12702 16 1 21 25
0 0 0 1 0 1 0 1.5 1.12702 18 1 21 25
1 0 0 0 0 1 0 1.5 1.12702 12 0 21 25
1 0 0 0 0 1 0 1.5 1.12702 15 0 21 25
0 0 0 1 1 1 0 1.5 1.12702 16 0 21 25
0 0 0 0 0 1 0 1.5 1.12702 16 1 21 25
1 0 0 1 1 1 0 1.5 1.12702 16 1 21 25
1 0 0 0 0 1 0 1.5 1.12702 12 1 21 25
0 0 0 0 0 1 0 1.5 1.12702 15 0 21 25
1 0 0 0 0 1 0 1.5 1.12702 15 0 21 25
1 0 0 0 0 1 0 1.5 1.12702 16 1 21 25
1 0 0 0 0 1 0 0.5 1.12702 14 1 35 25
0 0 0 0 0 1 0 0.5 1.12702 15 0 35 25
0 0 1 0 0 1 0 0.5 1.12702 15 0 35 25
1 0 0 0 0 1 0 0.5 1.12702 16 0 35 25
0 1 0 0 0 0 0 0.5 1.12702 13 1 35 25
1 1 0 1 0 0 0 0.5 1.12702 13 1 35 25
1 0 0 0 0 1 0 0.5 1.12702 16 0 35 25
1 1 0 0 0 1 0 0.5 1.12702 12 0 35 25
1 0 0 0 0 1 0 0.5 1.12702 12 1 35 25
0 0 0 1 0 1 0 1 1.12702 12 1 47 25
1 0 0 0 1 0 0 1 1.12702 17 0 47 25
0 0 0 0 0 1 0 1 1.12702 14 1 47 25
1 0 0 0 0 0 0 1.5 1.12702 12 0 40 25
1 0 0 1 0 1 0 1.5 1.12702 13 1 40 25
1 1 0 1 0 0 0 1.5 1.12702 16 1 40 25
1 0 0 0 0 0 0 0.1 1.12702 15 1 35 25
1 0 0 0 0 1 0 0.1 1.12702 12 0 35 25
1 0 0 0 0 1 0 0.1 1.12702 16 1 35 25
0 1 0 0 0 1 0 0.1 1.12702 12 0 35 25
1 0 0 0 0 1 0 0.1 1.12702 12 1 35 25
0 1 0 0 0 1 0 0.1 1.12702 12 1 35 25
0 0 0 0 0 0 0 0.1 1.12702 16 0 35 25
0 0 0 1 1 1 0 0.1 1.12702 16 0 35 25
0 0 0 0 0 0 0 0.1 1.12702 14 1 35 25
1 1 0 0 0 0 1 0 1.12702 13 1 57 25
1 1 0 0 0 0 1 0 1.12702 12 0 57 25
1 0 0 0 0 0 0 2 1.12702 16 0 32 25
1 1 0 0 0 1 0 2 1.12702 12 0 32 25
0 0 0 0 0 0 0 2 1.12702 12 1 32 25
1 1 0 0 0 0 0 2 1.12702 12 0 32 25
0 1 0 0 0 1 1 0.1 1.40416 12 0 39 23
0 1 0 0 0 1 1 0.1 1.40416 12 0 39 23
0 1 0 0 0 1 1 0.1 1.40416 13 0 39 23
1 0 0 1 1 1 0 0.6 1.40416 17 0 29 23
0 0 0 1 1 1 0 0.6 1.40416 12 0 29 23
1 0 0 1 0 1 0 0.6 1.40416 12 1 29 23
0 0 0 1 0 1 0 0.6 1.40416 12 0 29 23
0 0 0 0 0 1 0 0.3 1.40416 12 0 32 23
1 0 0 1 0 1 0 0.3 1.40416 16 0 32 23
1 0 0 1 0 1 0 0.3 1.40416 12 0 32 23
0 0 0 0 0 1 1 0.1 1.40416 12 0 72 23
1 0 0 0 0 1 1 0.1 1.40416 12 0 72 23
0 0 0 0 0 1 1 0.1 1.40416 12 0 72 23
1 0 0 1 1 1 0 2 1.40416 16 1 25 23
1 0 0 1 0 1 0 2 1.40416 16 1 25 23
1 0 0 0 0 1 0 2 1.40416 14 0 25 23
1 0 0 1 1 1 0 2 1.40416 17 1 25 23
1 0 0 0 0 1 0 2 1.40416 12 1 25 23
1 0 0 1 0 1 0 2 1.40416 13 1 25 23
1 0 0 1 1 1 0 2 1.40416 16 0 25 23
0 0 0 1 0 0 0 2 1.40416 17 0 25 23
0 0 0 0 0 1 0 2 1.40416 12 0 25 23
0 0 0 0 0 1 0 2 1.40416 13 1 25 23
1 0 0 0 0 1 1 0.5 1.40416 14 1 91 23
1 0 0 0 0 1 1 0.5 1.40416 15 0 91 23
1 0 0 0 0 0 1 0.5 1.40416 16 0 91 23
0 0 0 0 0 1 1 0.5 1.40416 12 0 91 23
1 0 0 0 0 1 1 0.5 1.40416 12 0 91 23
1 0 0 0 0 1 1 0.5 1.40416 16 1 91 23
1 1 0 0 0 0 1 0.5 1.40416 12 0 91 23
0 0 0 0 0 1 1 0.5 1.40416 14 1 91 23
1 0 0 1 1 1 1 0.5 1.40416 18 1 91 23
1 0 0 0 0 1 1 0.5 1.40416 13 1 91 23
1 0 0 0 0 1 0 0.8 1.40416 16 0 39 23
0 0 0 0 0 1 0 0.8 1.40416 12 0 39 23
0 0 0 1 0 1 0 0.8 1.40416 13 1 39 23
0 0 0 1 1 1 0 0.8 1.40416 12 1 39 23
1 1 0 0 0 0 0 0.8 1.40416 12 0 39 23
1 0 0 0 0 0 0 0.8 1.40416 12 0 39 23
0 0 0 1 0 1 0 0.7 1.40416 17 0 81 23
0 0 1 0 0 1 0 0.7 1.40416 12 0 81 23
0 0 0 0 0 1 0 0.7 1.40416 17 1 81 23
0 0 0 0 0 1 0 0.7 1.40416 14 0 81 23
0 0 0 1 0 1 0 0.7 1.40416 13 0 81 23
0 1 0 1 0 1 0 0.7 1.40416 16 0 81 23
0 0 0 1 0 1 0 2.2 1.40416 17 1 42 23
1 0 0 1 0 1 0 2.2 1.40416 16 0 42 23
1 0 1 1 0 1 0 2.2 1.40416 12 1 42 23
1 0 0 0 0 0 0 2.2 1.40416 12 0 42 23
0 0 0 1 1 1 0 2.2 1.40416 17 1 42 23
1 0 0 0 0 1 0 2.2 1.40416 16 0 42 23
0 0 0 0 0 1 0 2.2 1.40416 12 1 42 23
1 0 0 0 0 1 0 2.2 1.40416 14 0 42 23
0 0 0 0 0 1 0 1.2 1.40416 12 0 63 23
1 0 0 0 0 1 0 1.2 1.40416 12 0 63 23
1 0 0 0 0 1 0 1.2 1.40416 12 0 63 23
0 0 0 0 0 1 0 1.2 1.40416 12 0 63 23
0 0 0 0 0 1 0 1.2 1.40416 12 0 63 23
0 1 0 0 0 1 1 0.2 1.40416 14 0 50 23
0 0 0 0 0 1 1 0.2 1.40416 12 1 50 23
0 1 0 0 0 1 1 0.2 1.40416 13 0 50 23
0 1 0 0 0 1 1 0.2 1.40416 12 0 50 23
0 1 0 0 0 0 1 0.2 1.40416 14 0 50 23
0 1 0 0 1 1 1 0.2 1.40416 14 1 50 23
1 0 0 0 0 0 1 0.2 1.40416 15 0 50 23
1 1 0 0 0 0 1 0.2 1.40416 12 1 50 23
1 0 0 0 0 1 0 0.3 1.40416 12 0 89 23
0 0 0 1 1 1 0 0.3 1.40416 15 1 89 23
0 0 0 0 0 0 0 0.3 1.40416 14 0 89 23
1 1 0 0 0 1 0 0.3 1.40416 15 0 89 23
0 0 0 0 0 1 0 0.3 1.40416 12 0 89 23
0 0 0 0 0 1 0 1.2 1.40416 12 0 55 23
0 1 0 0 0 1 0 1.2 1.40416 12 1 55 23
1 0 0 0 0 1 0 1.2 1.40416 12 1 55 23
0 0 0 0 0 1 0 1.2 1.40416 12 0 55 23
1 0 0 0 0 1 0 1.2 1.40416 14 0 55 23
0 0 0 0 0 1 0 1.2 1.40416 15 0 55 23
1 0 1 0 0 1 1 0.2 1.40416 12 0 50 23
1 0 1 0 0 1 1 0.2 1.40416 13 0 50 23
0 0 0 0 0 1 0 1.5 1.40416 12 1 39 23
0 0 0 1 1 1 0 1.5 1.40416 12 0 39 23
0 0 0 0 0 1 0 2 1.40416 12 0 67 23
0 0 0 0 0 1 0 2 1.40416 12 0 67 23
1 0 0 0 0 1 0 2 1.40416 12 0 67 23
0 0 0 0 0 1 0 2 1.40416 13 0 67 23
0 0 0 0 0 1 0 2 1.40416 14 0 67 23
0 0 0 0 0 1 0 2 1.40416 12 0 67 23
1 0 0 0 0 1 0 0.3 1.40416 12 0 68 23
0 0 0 1 1 1 0 0.3 1.40416 15 0 68 23
1 0 0 1 1 0 0 0.3 1.40416 14 1 68 23
0 0 0 0 0 1 0 0.3 1.40416 12 0 68 23
0 0 0 0 0 0 0 0.3 1.40416 12 0 68 23
0 0 0 0 0 1 0 0.3 1.40416 12 0 68 23
0 0 0 0 0 1 0 0.3 1.40416 12 1 68 23
1 0 0 0 0 1 0 0.4 1.40416 13 1 39 23
0 0 0 0 0 1 0 0.4 1.40416 12 0 39 23
1 0 0 0 0 0 0 0.4 1.40416 12 0 39 23
1 0 0 0 0 1 0 0.4 1.40416 12 0 39 23
0 0 0 0 0 1 0 0.4 1.40416 12 0 39 23
0 0 0 0 0 1 0 0.2 1.40416 12 0 48 23
1 0 0 0 1 1 0 0.2 1.40416 14 0 48 23
1 0 0 1 0 1 0 0.2 1.40416 15 1 48 23
0 1 0 0 0 1 0 0.2 1.40416 12 0 48 23
1 0 0 1 0 1 0 0.2 1.40416 12 0 48 23
1 0 0 0 0 1 0 0.2 1.40416 12 0 48 23
1 0 0 0 0 1 0 0.2 1.40416 13 0 48 23
0 1 0 0 0 0 0 0.2 1.40416 12 0 48 23
0 0 0 0 0 1 0 0.2 1.40416 16 0 48 23
1 0 0 0 0 1 0 0.2 1.40416 15 0 48 23
0 0 0 0 0 0 0 0.2 1.40416 12 0 48 23
0 0 0 0 0 1 0 2 1.40416 12 0 60 23
1 0 0 0 0 1 0 2 1.40416 16 1 60 23
1 0 0 0 0 0 0 2 1.40416 12 0 60 23
1 0 0 0 0 1 0 2 1.40416 18 0 60 23
1 0 0 1 0 1 0 2 1.40416 13 0 60 23
0 0 0 0 0 1 0 2 1.40416 12 0 60 23
1 0 0 0 0 1 0 2 1.40416 13 1 60 23
0 0 0 0 0 1 0 2 1.40416 17 0 60 23
1 0 0 0 0 1 0 2 1.40416 16 0 60 23
0 0 0 0 0 1 0 2 1.40416 16 0 60 23
0 0 0 1 0 1 0 2 1.40416 17 1 60 23
1 0 0 0 0 1 0 0.5 1.40416 12 1 39 23
0 1 0 1 0 1 0 0.5 1.40416 16 1 39 23
0 1 0 0 0 1 0 0.5 1.40416 13 0 39 23
1 0 0 0 0 1 0 0.5 1.40416 12 0 39 23
0 0 0 0 0 0 0 3 1.40416 12 0 75 23
0 0 0 0 0 0 0 3 1.40416 16 0 75 23
1 0 0 0 0 1 0 3 1.40416 12 0 75 23
0 0 0 0 0 1 0 3 1.40416 12 0 75 23
0 0 0 0 0 1 0 3 1.40416 16 0 75 23
1 0 0 0 0 1 0 3 1.40416 12 0 75 23
1 0 0 1 0 1 0 1.5 1.40416 12 0 39 23
0 0 0 0 0 1 0 1.5 1.40416 12 1 39 23
1 0 0 0 0 1 0 1.5 1.40416 15 1 39 23
0 0 0 0 0 1 0 1.5 1.40416 14 1 39 23
1 0 0 0 0 1 0 7.5 1.40416 12 1 97 23
1 0 0 0 0 1 0 7.5 1.40416 13 0 97 23
1 0 0 0 0 1 0 7.5 1.40416 12 0 97 23
0 0 0 0 0 1 0 4 1.40416 15 0 62 23
1 0 0 0 0 1 0 4 1.40416 12 1 62 23
1 0 0 0 0 1 0 4 1.40416 12 0 62 23
1 0 0 0 0 1 0 4 1.40416 12 0 62 23
0 0 0 0 0 1 0 4 1.40416 12 0 62 23
0 0 0 0 0 1 0 3.8 1.40416 16 0 62 23
1 0 0 0 0 1 0 3.8 1.40416 12 0 62 23
1 0 0 0 0 1 0 3.8 1.40416 12 0 62 23
0 0 0 1 1 1 0 3.8 1.40416 15 1 62 23
0 0 0 1 1 1 0 3.8 1.40416 16 0 62 23
0 0 0 0 0 1 0 3.8 1.40416 15 1 62 23
0 0 0 0 0 1 0 3.8 1.40416 15 0 62 23
1 0 0 0 1 1 0 1 1.40416 13 1 32 23
1 1 0 0 0 1 0 1 1.40416 12 1 32 23
0 1 0 0 0 1 0 1 1.40416 13 1 32 23
1 0 0 0 0 1 0 1 1.40416 16 0 32 23
1 1 0 0 0 1 0 1 1.40416 14 1 32 23
1 1 0 1 1 1 0 1 1.40416 17 1 32 23
1 0 0 0 0 1 0 1 1.40416 17 0 32 23
1 0 0 0 0 1 0 1.5 1.40416 12 0 44 23
0 0 0 0 0 1 0 1.5 1.40416 12 0 44 23
0 0 0 0 0 1 0 1.5 1.40416 12 0 44 23
0 0 0 0 0 1 0 1.5 1.40416 12 0 44 23
1 0 0 0 0 1 0 1.5 1.40416 12 1 44 23
1 0 0 0 0 1 0 1.5 1.40416 12 0 44 23
1 0 0 0 0 1 0 1.5 1.40416 15 0 44 23
1 0 0 0 0 1 0 2.5 1.40416 15 0 89 23
0 0 0 1 1 1 0 2.5 1.40416 13 1 89 23
1 0 0 0 0 1 0 2.5 1.40416 12 0 89 23
1 0 0 0 0 1 0 2.5 1.40416 12 0 89 23
1 0 0 0 0 1 0 2.5 1.40416 12 1 89 23
1 0 0 0 0 1 0 2.5 1.40416 12 0 89 23
1 0 0 0 0 0 0 2.5 1.40416 12 0 89 23
0 1 0 0 0 1 0 2.5 1.40416 12 0 89 23
0 1 0 0 0 1 1 0.1 1.40416 12 0 50 23
1 1 0 0 0 0 1 0.1 1.40416 12 0 50 23
0 1 0 0 0 0 1 0.1 1.40416 13 0 50 23
1 1 0 0 0 1 1 0.1 1.40416 12 0 50 23
1 1 0 0 1 1 1 0.1 1.40416 12 0 50 23
1 0 0 1 1 0 0 1 1.40416 12 0 39 23
1 0 0 0 0 1 0 1 1.40416 15 1 39 23
1 0 0 1 1 1 0 1 1.40416 15 1 39 23
0 1 0 0 0 1 1 0.5 1.40416 14 0 50 23
1 0 0 0 0 1 1 0.5 1.40416 17 0 50 23
1 1 0 1 0 1 1 0.5 1.40416 17 1 50 23
0 1 0 0 0 1 1 0.5 1.40416 12 0 50 23
1 0 0 0 0 1 1 0.5 1.40416 12 0 50 23
1 0 1 0 0 1 1 0.5 1.40416 17 0 50 23
1 1 0 0 0 1 1 0.5 1.40416 12 1 50 23
0 0 0 0 0 1 1 0.5 1.40416 16 0 50 23
0 0 0 0 0 1 1 0.3 1.40416 15 0 39 23
1 0 0 1 0 1 1 0.3 1.40416 15 0 39 23
1 1 0 0 0 0 1 0.3 1.40416 13 0 39 23
0 0 0 0 0 1 0 5 1.40416 15 0 84 23
0 0 0 0 0 1 0 5 1.40416 12 0 84 23
0 0 0 0 0 1 0 5 1.40416 16 0 84 23
1 0 0 0 1 1 0 5 1.40416 15 1 84 23
1 0 0 0 0 1 0 5 1.40416 12 0 84 23
1 0 0 0 0 1 0 5 1.40416 17 0 84 23
1 0 0 0 0 1 0 5 1.40416 12 0 84 23
1 0 0 0 0 1 0 5 1.40416 12 0 84 23
0 0 0 0 0 0 0 0.1 1.40416 12 0 54 23
1 0 0 0 0 0 0 0.1 1.40416 14 0 54 23
0 0 0 0 0 1 0 0.1 1.40416 12 0 54 23
0 0 0 0 0 1 0 0.1 1.40416 13 1 54 23
0 0 1 1 1 1 0 0.1 1.40416 12 1 54 23
1 0 0 0 0 1 0 0.1 1.40416 15 0 54 23
1 0 0 0 0 1 0 0.1 1.40416 12 0 54 23
1 0 0 0 0 1 0 0.1 1.40416 15 0 54 23
1 0 0 0 0 0 0 7 0.81871 17 1 8 9
1 0 0 1 0 1 0 7 0.81871 16 1 8 9
0 1 0 0 1 1 0 7 0.81871 15 0 8 9
1 0 0 0 0 1 0 7 0.81871 12 1 8 9
0 1 0 0 0 1 0 0.1 0.81871 12 0 28 9
1 1 0 0 0 1 0 0.1 0.81871 15 0 28 9
0 0 0 0 0 0 0 0.1 0.81871 13 0 28 9
1 1 0 0 0 0 0 0.1 0.81871 12 0 28 9
1 0 0 0 0 1 0 0.6 0.81871 12 0 29 9
0 0 0 0 0 1 0 0.6 0.81871 13 1 29 9
0 0 0 0 0 1 0 0.6 0.81871 12 0 29 9
1 0 0 0 0 1 0 0.6 0.81871 12 0 29 9
1 0 0 0 0 1 0 0.6 0.81871 12 1 29 9
0 0 1 0 0 1 1 0.2 0.81871 12 0 23 9
1 0 0 0 0 1 1 0.2 0.81871 12 0 23 9
1 0 0 0 0 1 1 0.2 0.81871 12 0 23 9
0 0 0 0 0 1 0 1.8 0.75173 13 0 28 6
1 0 0 0 0 1 0 1.8 0.75173 12 0 28 6
0 0 0 0 0 1 0 1.8 0.75173 12 0 28 6
1 0 0 0 0 1 0 1.8 0.75173 12 0 28 6
0 0 0 0 0 0 0 1.8 0.75173 12 0 28 6
0 1 0 0 0 1 0 1.8 0.75173 12 0 28 6
0 0 0 1 0 0 0 0.1 1.09353 15 1 15 18
1 1 0 0 0 0 0 0.1 1.09353 12 0 15 18
1 0 0 0 0 1 0 0.1 1.09353 14 0 15 18
1 0 0 1 1 1 0 0.1 1.09353 14 0 15 18
0 1 0 0 0 0 0 0.1 1.09353 13 0 15 18
0 0 0 0 0 1 0 0.1 1.09353 12 0 15 18
1 0 1 1 0 1 0 0.1 1.09353 14 0 15 18
0 0 0 0 0 0 0 0.1 1.09353 12 0 15 18
1 1 0 0 0 1 0 0.1 1.09353 14 1 15 18
0 0 0 1 1 1 0 0.5 0.81871 12 1 26 9
0 0 0 0 0 1 0 0.5 0.81871 15 0 26 9
1 0 0 1 1 1 0 0.5 0.81871 14 0 26 9
1 0 0 0 0 1 0 0.5 0.81871 14 0 26 9
0 0 0 0 0 1 1 0.4 0.81871 12 0 23 9
0 0 0 0 1 1 1 0.4 0.81871 12 0 23 9
1 1 0 0 1 0 0 0.5 1.09353 12 1 15 18
0 0 0 1 0 1 0 0.5 1.09353 15 1 15 18
1 0 1 0 0 0 0 0.5 1.09353 14 0 15 18
1 1 0 0 0 0 0 0.5 1.09353 14 0 15 18
1 0 0 1 1 1 0 0.5 1.09353 15 0 15 18
0 1 0 0 0 1 0 0.5 1.09353 13 1 15 18
1 1 0 0 0 1 0 0.5 1.09353 16 1 15 18
0 1 0 1 0 1 0 0.5 1.09353 15 1 15 18
1 1 0 0 0 1 0 0.5 1.09353 12 0 15 18
1 0 0 0 0 1 0 0.5 0.81871 12 0 26 9
0 0 0 1 0 1 0 0.5 0.81871 12 0 26 9
0 0 0 0 0 1 0 0.5 0.81871 13 0 26 9
0 0 0 0 0 0 0 1.2 1.09353 16 0 26 18
1 0 0 1 0 1 0 1.2 1.09353 15 1 26 18
0 0 0 0 0 1 0 1.2 1.09353 14 0 26 18
1 0 0 0 0 0 0 1.2 1.09353 12 0 26 18
0 0 0 0 1 1 0 1.2 1.09353 12 0 26 18
1 0 0 0 0 1 0 1.2 1.09353 15 0 26 18
0 0 0 0 0 0 0 1.2 1.09353 12 0 26 18
0 1 0 0 0 1 0 1.2 1.09353 14 0 26 18
1 0 0 0 0 1 0 1.2 1.09353 12 0 26 18
0 0 0 1 1 1 0 1.5 1.09353 16 1 4 18
0 0 0 0 0 1 0 1.5 1.09353 13 0 4 18
0 0 0 1 0 1 0 1.5 1.09353 13 1 4 18
1 0 0 1 0 1 0 1.5 1.09353 15 1 4 18
0 0 1 0 0 1 0 1.5 1.09353 12 1 4 18
1 1 0 1 1 1 0 1.5 1.09353 16 1 4 18
1 0 0 1 0 1 0 1.5 1.09353 14 1 4 18
1 0 0 1 0 1 0 1.5 1.09353 16 0 4 18
0 0 0 1 1 1 0 1.5 1.09353 13 0 4 18
1 0 0 0 0 1 0 1.5 1.09353 15 0 4 18
1 0 0 0 1 1 0 1.5 1.09353 16 1 4 18
0 0 0 1 1 1 0 5 0.81871 14 1 29 9
1 0 0 0 0 1 0 0.7 0.75173 12 1 19 6
1 0 0 0 0 1 0 0.7 0.75173 17 0 19 6
0 0 0 0 0 1 0 0.7 0.75173 12 1 19 6
1 0 0 0 0 1 0 0.7 0.75173 16 1 19 6
1 0 0 0 0 1 0 2 1.16513 12 0 2 4
1 0 0 1 1 1 0 2 1.16513 13 1 2 4
1 0 0 1 1 1 0 2 1.16513 16 1 2 4
0 0 0 1 1 1 0 2 1.16513 14 1 2 4
1 0 0 0 0 1 0 2 1.16513 14 0 2 4
1 0 0 0 0 1 0 2 0.81871 13 0 13 9
1 0 0 1 0 0 0 2 0.81871 16 1 13 9
0 0 0 1 0 1 0 2 0.81871 17 0 13 9
1 0 1 0 0 0 0 2 0.81871 12 0 13 9
0 0 0 0 0 1 0 2 0.81871 12 0 13 9
1 0 1 0 0 1 0 2 0.81871 15 0 13 9
0 1 0 0 0 1 0 2 0.81871 13 0 13 9
0 0 0 0 0 0 0 0.3 0.75173 12 0 24 6
1 0 0 0 1 1 0 0.1 0.81871 17 1 13 9
1 0 0 0 0 1 0 0.1 0.81871 16 0 13 9
1 1 0 0 0 1 0 0.1 0.81871 17 0 13 9
0 0 0 0 0 1 0 0.1 0.81871 12 0 13 9
1 0 1 0 0 1 0 1.5 1.16513 15 1 2 4
0 0 0 1 1 1 0 1.5 1.16513 12 1 2 4
1 0 0 0 0 1 0 1.5 1.16513 12 0 2 4
1 0 1 1 1 0 0 1.5 1.16513 16 1 2 4
1 1 0 0 0 0 0 1 1.09353 12 0 15 18
1 0 0 0 0 0 0 1 1.09353 15 1 15 18
0 0 0 0 0 1 0 1 1.09353 12 0 15 18
0 0 0 1 0 1 0 1 1.09353 13 1 15 18
0 0 0 1 0 1 0 1 1.09353 16 1 15 18
1 0 0 0 0 1 0 1 1.09353 12 1 15 18
0 0 0 1 0 1 0 1 1.09353 12 0 15 18
1 0 0 0 0 1 0 1 1.09353 12 0 15 18
1 0 0 0 0 1 0 1 1.09353 12 0 15 18
1 0 0 0 0 1 0 1.9 1.09353 16 0 36 18
1 1 0 0 0 0 0 1.9 1.09353 12 0 36 18
1 0 0 0 0 0 0 1.9 1.09353 13 0 36 18
0 0 0 0 0 1 0 1.9 1.09353 12 0 36 18
1 0 0 0 0 1 0 3.8 0.81871 12 0 56 9
1 1 0 0 0 1 0 3.8 0.81871 12 0 56 9
0 0 0 0 0 1 0 3.8 0.81871 12 0 56 9
0 1 0 0 0 1 0 3.8 0.81871 13 0 56 9
0 1 0 0 0 1 0 2.5 0.65589 12 0 41 5
0 1 0 0 0 0 0 2.5 0.65589 12 0 41 5
0 0 0 0 0 1 0 2.5 0.65589 12 0 41 5
0 0 0 1 0 1 0 2.5 0.65589 13 0 41 5
0 0 0 0 0 0 0 2.5 0.65589 12 0 41 5
1 0 0 0 0 1 0 3 0.43418 12 0 103 26
1 0 0 0 0 1 0 3 0.43418 13 0 103 26
1 0 0 0 0 0 0 3 0.43418 14 0 103 26
1 0 0 0 0 0 0 3 0.43418 15 0 103 26
1 0 0 0 0 1 0 3 0.43418 12 0 103 26
1 0 0 0 0 1 0 3 0.43418 15 0 103 26
1 0 0 0 0 1 0 3 0.43418 12 0 103 26
1 0 0 0 0 0 0 3 0.43418 16 0 103 26
1 0 0 0 0 0 0 2.5 0.65589 12 1 18 5
1 0 0 0 1 0 0 2.5 0.65589 12 0 18 5
1 0 0 0 0 1 0 2.5 0.65589 12 0 18 5
0 0 0 0 0 1 0 2.5 0.65589 13 0 18 5
1 0 0 0 1 1 0 2.5 0.65589 13 0 18 5
0 1 0 0 0 1 0 5 0.65589 16 0 45 5
1 0 0 0 0 1 0 5 0.65589 13 0 45 5
0 1 0 0 0 0 0 5 0.65589 13 0 45 5
0 0 0 0 0 1 0 5 0.65589 12 0 45 5
0 0 0 0 0 1 0 5 0.65589 12 0 45 5
0 0 0 0 0 0 0 5 0.65589 12 0 45 5
0 1 0 0 0 1 0 5 0.65589 12 0 45 5
0 1 0 0 0 1 0 5 0.65589 12 0 45 5
0 1 0 0 0 1 0 5 0.65589 12 0 45 5
1 0 0 0 0 1 0 5 0.65589 12 0 45 5
0 0 1 0 0 1 0 5 0.65589 12 1 45 5
1 0 0 0 0 1 0 5 0.65589 16 1 45 5
0 0 0 0 0 0 0 5 0.65589 12 0 45 5
1 0 0 0 0 1 0 0.5 1.16513 12 1 40 4
1 0 0 0 0 0 0 0.5 1.16513 12 0 40 4
0 0 0 0 0 1 0 0.5 1.16513 15 0 40 4
1 0 0 0 0 1 0 0.5 1.16513 12 0 40 4
0 0 0 0 0 1 0 0.5 1.16513 15 1 40 4
1 0 0 0 0 1 0 6.5 0.43418 14 1 94 26
1 0 0 0 0 1 0 6.5 0.43418 16 1 94 26
1 0 0 0 0 1 0 6.5 0.43418 15 0 94 26
1 0 0 0 0 1 0 6.5 0.43418 12 0 94 26
0 0 1 0 0 1 0 6.5 0.43418 12 0 94 26
1 0 0 0 0 1 0 3.6 1.16513 15 0 45 4
1 0 0 0 0 1 0 3.6 1.16513 13 0 45 4
1 0 0 0 0 0 0 3.6 1.16513 12 0 45 4
0 0 0 0 0 1 0 3.6 1.16513 12 0 45 4
0 0 0 1 1 1 0 3.6 1.16513 16 1 45 4
1 1 0 0 0 1 0 3.6 1.16513 14 0 45 4
1 0 0 0 0 1 0 3.6 1.16513 13 0 45 4
1 0 0 0 0 1 0 3.6 1.16513 12 0 45 4
0 0 0 0 1 1 0 3.6 1.16513 16 0 45 4
1 0 0 0 0 1 0 3.6 1.16513 12 0 45 4
1 0 0 0 0 1 0 4 0.43418 13 0 106 26
0 0 0 0 0 1 0 4 0.43418 18 0 106 26
0 0 0 0 0 1 0 4 0.43418 15 0 106 26
1 0 0 0 0 1 0 4 0.43418 14 0 106 26
1 0 0 0 0 1 0 4 0.43418 12 0 106 26
0 0 0 0 0 1 0 4 0.43418 16 0 106 26
1 0 1 0 0 0 0 4 0.43418 12 0 106 26
1 0 0 0 0 0 0 4 0.43418 16 1 106 26
0 0 1 0 0 1 0 3 0.43418 12 0 94 26
0 0 0 0 0 1 0 3 0.43418 12 0 94 26
1 0 0 0 0 1 0 3 0.43418 12 0 94 26
1 0 0 0 0 1 0 3 0.43418 12 0 94 26
1 0 0 0 0 1 0 3 0.43418 13 0 94 26
1 0 0 0 0 1 0 3 0.43418 14 0 94 26
0 0 0 0 0 1 0 3 0.43418 12 0 94 26
1 0 0 0 0 1 0 3 0.43418 12 0 94 26
1 0 0 0 0 0 0 0.3 0.75173 12 0 38 6
1 1 0 0 0 0 0 0.3 0.75173 12 0 38 6
0 1 0 0 0 0 0 0.3 0.75173 12 0 38 6
